puzzle_id,solved,correct,time_seconds,nodes_explored,backtracks,arc_revisions,steps,error
lgp-test-5x3-26,True,True,0.0000,16,1,94,16,"{""1"": {""genre"": ""fantasy"", ""child"": ""Samantha"", ""name"": ""Eric""}, ""2"": {""name"": ""Arnold"", ""genre"": ""biography"", ""child"": ""Meredith""}, ""3"": {""genre"": ""science fiction"", ""child"": ""Timothy"", ""name"": ""Alice""}, ""4"": {""name"": ""Bob"", ""genre"": ""mystery"", ""child"": ""Fred""}, ""5"": {""genre"": ""romance"", ""name"": ""Peter"", ""child"": ""Bella""}}",
lgp-test-5x6-3,True,False,0.0020,37,9,166,37,"{""1"": {""model"": ""bmw 3 series"", ""smoothie"": ""desert"", ""occupation"": ""artist"", ""name"": ""Bob"", ""cigar"": ""dunhill"", ""lunch"": ""stir fry""}, ""2"": {""lunch"": ""spaghetti"", ""cigar"": ""blends"", ""name"": ""Peter"", ""occupation"": ""doctor"", ""smoothie"": ""dragonfruit"", ""model"": ""honda civic""}, ""3"": {""name"": ""Eric"", ""occupation"": ""engineer"", ""smoothie"": ""watermelon"", ""cigar"": ""prince"", ""lunch"": ""pizza"", ""model"": ""ford f150""}, ""4"": {""model"": ""tesla model 3"", ""smoothie"": ""cherry"", ""name"": ""Arnold"", ""occupation"": ""lawyer"", ""lunch"": ""stew"", ""cigar"": ""blue master""}, ""5"": {""name"": ""Alice"", ""smoothie"": ""lime"", ""occupation"": ""teacher"", ""lunch"": ""grilled cheese"", ""cigar"": ""pall mall"", ""model"": ""toyota camry""}}",
lgp-test-3x2-21,True,True,0.0000,7,0,16,7,"{""1"": {""name"": ""Peter"", ""height"": ""very short""}, ""2"": {""name"": ""Arnold"", ""height"": ""short""}, ""3"": {""name"": ""Eric"", ""height"": ""average""}}",
lgp-test-4x6-26,True,False,0.0010,25,0,112,25,"{""1"": {""name"": ""Arnold"", ""education"": ""master"", ""are"": ""Janelle"", ""animal"": ""horse"", ""genre"": ""rock"", ""month"": ""feb""}, ""2"": {""education"": ""bachelor"", ""are"": ""Holly"", ""animal"": ""cat"", ""month"": ""april"", ""name"": ""Eric"", ""genre"": ""jazz""}, ""3"": {""education"": ""associate"", ""are"": ""Aniya"", ""animal"": ""fish"", ""genre"": ""pop"", ""month"": ""jan"", ""name"": ""Alice""}, ""4"": {""education"": ""high school"", ""are"": ""Kailyn"", ""animal"": ""bird"", ""name"": ""Peter"", ""month"": ""sept"", ""genre"": ""classical""}}",
lgp-test-4x6-21,True,False,0.0010,26,3,100,26,"{""1"": {""color"": ""red"", ""house"": ""colonial"", ""flower"": ""roses"", ""hobby"": ""gardening"", ""name"": ""Peter"", ""pet"": ""bird""}, ""2"": {""name"": ""Arnold"", ""house"": ""craftsman"", ""color"": ""yellow"", ""flower"": ""daffodils"", ""pet"": ""dog"", ""hobby"": ""photography""}, ""3"": {""flower"": ""carnations"", ""color"": ""white"", ""pet"": ""fish"", ""house"": ""ranch"", ""name"": ""Alice"", ""hobby"": ""painting""}, ""4"": {""color"": ""green"", ""flower"": ""lilies"", ""pet"": ""cat"", ""name"": ""Eric"", ""house"": ""victorian"", ""hobby"": ""cooking""}}",
lgp-test-3x4-19,True,True,0.0010,13,0,34,13,"{""1"": {""model"": ""samsung galaxy s21"", ""name"": ""Eric"", ""drink"": ""milk"", ""occupation"": ""engineer""}, ""2"": {""name"": ""Arnold"", ""occupation"": ""teacher"", ""drink"": ""water"", ""model"": ""google pixel 6""}, ""3"": {""name"": ""Peter"", ""occupation"": ""doctor"", ""drink"": ""tea"", ""model"": ""iphone 13""}}",
lgp-test-5x2-38,True,True,0.0010,11,0,61,11,"{""1"": {""name"": ""Peter"", ""model"": ""oneplus 9""}, ""2"": {""name"": ""Alice"", ""model"": ""huawei p50""}, ""3"": {""name"": ""Bob"", ""model"": ""iphone 13""}, ""4"": {""name"": ""Arnold"", ""model"": ""samsung galaxy s21""}, ""5"": {""name"": ""Eric"", ""model"": ""google pixel 6""}}",
lgp-test-3x6-26,True,True,0.0010,20,2,71,20,"{""1"": {""house"": ""ranch"", ""pet"": ""fish"", ""month"": ""sept"", ""name"": ""Eric"", ""nationalitie"": ""dane"", ""sport"": ""tennis""}, ""2"": {""name"": ""Arnold"", ""house"": ""colonial"", ""pet"": ""cat"", ""month"": ""jan"", ""nationalitie"": ""brit"", ""sport"": ""basketball""}, ""3"": {""sport"": ""soccer"", ""house"": ""victorian"", ""pet"": ""dog"", ""month"": ""april"", ""nationalitie"": ""swede"", ""name"": ""Peter""}}",
lgp-test-3x6-4,True,False,0.0010,19,0,55,19,"{""1"": {""name"": ""Peter"", ""month"": ""jan"", ""vacation"": ""city"", ""flower"": ""daffodils"", ""sport"": ""soccer"", ""height"": ""average""}, ""2"": {""flower"": ""carnations"", ""sport"": ""tennis"", ""vacation"": ""mountain"", ""name"": ""Arnold"", ""month"": ""sept"", ""height"": ""very short""}, ""3"": {""vacation"": ""beach"", ""flower"": ""lilies"", ""name"": ""Eric"", ""sport"": ""basketball"", ""height"": ""short"", ""month"": ""april""}}",
lgp-test-6x3-39,True,False,0.0010,21,3,130,21,"{""1"": {""smoothie"": ""blueberry"", ""child"": ""Timothy"", ""name"": ""Bob""}, ""2"": {""smoothie"": ""cherry"", ""child"": ""Fred"", ""name"": ""Alice""}, ""3"": {""child"": ""Samantha"", ""smoothie"": ""desert"", ""name"": ""Arnold""}, ""4"": {""child"": ""Alice"", ""smoothie"": ""watermelon"", ""name"": ""Carol""}, ""5"": {""smoothie"": ""lime"", ""child"": ""Bella"", ""name"": ""Peter""}, ""6"": {""child"": ""Meredith"", ""smoothie"": ""dragonfruit"", ""name"": ""Eric""}}",
lgp-test-3x5-14,True,True,0.0010,16,0,42,16,"{""1"": {""name"": ""Arnold"", ""education"": ""bachelor"", ""smoothie"": ""desert"", ""flower"": ""daffodils"", ""pet"": ""fish""}, ""2"": {""name"": ""Eric"", ""education"": ""associate"", ""pet"": ""dog"", ""smoothie"": ""cherry"", ""flower"": ""carnations""}, ""3"": {""name"": ""Peter"", ""flower"": ""lilies"", ""education"": ""high school"", ""smoothie"": ""watermelon"", ""pet"": ""cat""}}",
lgp-test-2x2-16,True,True,0.0000,5,0,4,5,"{""1"": {""name"": ""Eric"", ""sport"": ""basketball""}, ""2"": {""name"": ""Arnold"", ""sport"": ""soccer""}}",
lgp-test-3x2-2,True,True,0.0010,7,0,19,7,"{""1"": {""name"": ""Arnold"", ""are"": ""Janelle""}, ""2"": {""name"": ""Peter"", ""are"": ""Holly""}, ""3"": {""name"": ""Eric"", ""are"": ""Aniya""}}",
lgp-test-2x2-1,True,True,0.0000,5,0,6,5,"{""1"": {""name"": ""Eric"", ""occupation"": ""engineer""}, ""2"": {""name"": ""Arnold"", ""occupation"": ""doctor""}}",
lgp-test-2x2-38,True,True,0.0000,5,0,4,5,"{""1"": {""name"": ""Eric"", ""are"": ""Aniya""}, ""2"": {""name"": ""Arnold"", ""are"": ""Holly""}}",
lgp-test-3x4-10,True,True,0.0010,13,0,38,13,"{""1"": {""name"": ""Peter"", ""genre"": ""mystery"", ""lunch"": ""spaghetti"", ""smoothie"": ""watermelon""}, ""2"": {""name"": ""Eric"", ""genre"": ""romance"", ""lunch"": ""grilled cheese"", ""smoothie"": ""cherry""}, ""3"": {""name"": ""Arnold"", ""genre"": ""science fiction"", ""lunch"": ""pizza"", ""smoothie"": ""desert""}}",
lgp-test-4x4-13,True,True,0.0010,17,0,78,17,"{""1"": {""name"": ""Alice"", ""cigar"": ""prince"", ""sport"": ""soccer"", ""drink"": ""water""}, ""2"": {""name"": ""Arnold"", ""cigar"": ""blue master"", ""sport"": ""tennis"", ""drink"": ""coffee""}, ""3"": {""name"": ""Eric"", ""cigar"": ""dunhill"", ""sport"": ""basketball"", ""drink"": ""tea""}, ""4"": {""name"": ""Peter"", ""cigar"": ""pall mall"", ""sport"": ""swimming"", ""drink"": ""milk""}}",
lgp-test-3x3-7,True,True,0.0000,10,0,28,10,"{""1"": {""name"": ""Peter"", ""color"": ""black"", ""month"": ""april""}, ""2"": {""color"": ""blonde"", ""name"": ""Arnold"", ""month"": ""jan""}, ""3"": {""color"": ""brown"", ""name"": ""Eric"", ""month"": ""sept""}}",
lgp-test-4x4-26,True,True,0.0010,17,1,66,17,"{""1"": {""name"": ""Alice"", ""animal"": ""horse"", ""lunch"": ""stew"", ""model"": ""toyota camry""}, ""2"": {""name"": ""Arnold"", ""lunch"": ""spaghetti"", ""animal"": ""bird"", ""model"": ""tesla model 3""}, ""3"": {""name"": ""Eric"", ""lunch"": ""pizza"", ""animal"": ""fish"", ""model"": ""ford f150""}, ""4"": {""model"": ""honda civic"", ""name"": ""Peter"", ""lunch"": ""grilled cheese"", ""animal"": ""cat""}}",
lgp-test-6x4-16,True,True,0.0020,27,4,168,27,"{""1"": {""name"": ""Bob"", ""nationalitie"": ""chinese"", ""smoothie"": ""blueberry"", ""vacation"": ""city""}, ""2"": {""smoothie"": ""dragonfruit"", ""name"": ""Arnold"", ""nationalitie"": ""swede"", ""vacation"": ""cultural""}, ""3"": {""name"": ""Eric"", ""nationalitie"": ""dane"", ""vacation"": ""mountain"", ""smoothie"": ""cherry""}, ""4"": {""vacation"": ""camping"", ""nationalitie"": ""norwegian"", ""name"": ""Alice"", ""smoothie"": ""lime""}, ""5"": {""name"": ""Carol"", ""vacation"": ""cruise"", ""nationalitie"": ""brit"", ""smoothie"": ""watermelon""}, ""6"": {""smoothie"": ""desert"", ""nationalitie"": ""german"", ""name"": ""Peter"", ""vacation"": ""beach""}}",
lgp-test-5x4-33,True,False,0.0020,21,0,111,21,"{""1"": {""name"": ""Eric"", ""are"": ""Penny"", ""flower"": ""roses"", ""sport"": ""swimming""}, ""2"": {""flower"": ""carnations"", ""sport"": ""basketball"", ""are"": ""Kailyn"", ""name"": ""Arnold""}, ""3"": {""are"": ""Aniya"", ""name"": ""Alice"", ""flower"": ""tulips"", ""sport"": ""soccer""}, ""4"": {""sport"": ""baseball"", ""are"": ""Holly"", ""name"": ""Peter"", ""flower"": ""lilies""}, ""5"": {""flower"": ""daffodils"", ""are"": ""Janelle"", ""sport"": ""tennis"", ""name"": ""Bob""}}",
lgp-test-6x4-11,False,False,0.0010,23,29,168,23,,
lgp-test-2x3-36,True,True,0.0000,7,0,11,7,"{""1"": {""name"": ""Eric"", ""model"": ""samsung galaxy s21"", ""pet"": ""dog""}, ""2"": {""name"": ""Arnold"", ""model"": ""iphone 13"", ""pet"": ""cat""}}",
lgp-test-6x4-31,True,True,0.0020,26,2,171,26,"{""1"": {""month"": ""sept"", ""name"": ""Alice"", ""color"": ""red"", ""vacation"": ""city""}, ""2"": {""name"": ""Arnold"", ""color"": ""green"", ""month"": ""mar"", ""vacation"": ""beach""}, ""3"": {""name"": ""Peter"", ""vacation"": ""cruise"", ""color"": ""purple"", ""month"": ""april""}, ""4"": {""name"": ""Carol"", ""month"": ""may"", ""vacation"": ""camping"", ""color"": ""yellow""}, ""5"": {""month"": ""jan"", ""vacation"": ""mountain"", ""color"": ""blue"", ""name"": ""Bob""}, ""6"": {""name"": ""Eric"", ""month"": ""feb"", ""vacation"": ""cultural"", ""color"": ""white""}}",
lgp-test-5x6-32,True,True,0.0020,59,35,160,59,"{""1"": {""name"": ""Alice"", ""nationalitie"": ""swede"", ""child"": ""Bella"", ""lunch"": ""grilled cheese"", ""color"": ""white"", ""genre"": ""mystery""}, ""2"": {""name"": ""Bob"", ""color"": ""red"", ""nationalitie"": ""norwegian"", ""lunch"": ""stew"", ""genre"": ""romance"", ""child"": ""Timothy""}, ""3"": {""name"": ""Arnold"", ""color"": ""green"", ""child"": ""Samantha"", ""nationalitie"": ""dane"", ""lunch"": ""pizza"", ""genre"": ""fantasy""}, ""4"": {""name"": ""Eric"", ""lunch"": ""spaghetti"", ""nationalitie"": ""german"", ""color"": ""blue"", ""genre"": ""science fiction"", ""child"": ""Meredith""}, ""5"": {""name"": ""Peter"", ""color"": ""yellow"", ""nationalitie"": ""brit"", ""lunch"": ""stir fry"", ""genre"": ""biography"", ""child"": ""Fred""}}",
lgp-test-4x4-28,False,False,0.0010,11,11,77,11,,
lgp-test-2x6-17,True,True,0.0000,13,0,22,13,"{""1"": {""name"": ""Arnold"", ""color"": ""red"", ""cigar"": ""pall mall"", ""genre"": ""mystery"", ""nationalitie"": ""brit"", ""occupation"": ""doctor""}, ""2"": {""name"": ""Eric"", ""color"": ""yellow"", ""cigar"": ""prince"", ""genre"": ""science fiction"", ""nationalitie"": ""dane"", ""occupation"": ""engineer""}}",
lgp-test-6x3-2,True,True,0.0010,25,8,119,25,"{""1"": {""name"": ""Peter"", ""genre"": ""historical fiction"", ""cigar"": ""prince""}, ""2"": {""name"": ""Alice"", ""cigar"": ""pall mall"", ""genre"": ""biography""}, ""3"": {""cigar"": ""dunhill"", ""name"": ""Arnold"", ""genre"": ""science fiction""}, ""4"": {""cigar"": ""blends"", ""name"": ""Carol"", ""genre"": ""mystery""}, ""5"": {""cigar"": ""yellow monster"", ""name"": ""Eric"", ""genre"": ""fantasy""}, ""6"": {""name"": ""Bob"", ""cigar"": ""blue master"", ""genre"": ""romance""}}",
lgp-test-3x2-0,True,True,0.0000,7,0,18,7,"{""1"": {""name"": ""Eric"", ""pet"": ""fish""}, ""2"": {""name"": ""Peter"", ""pet"": ""dog""}, ""3"": {""name"": ""Arnold"", ""pet"": ""cat""}}",
lgp-test-5x6-5,True,False,0.0020,32,2,187,32,"{""1"": {""drink"": ""tea"", ""color"": ""yellow"", ""name"": ""Peter"", ""house"": ""craftsman"", ""model"": ""huawei p50"", ""child"": ""Meredith""}, ""2"": {""drink"": ""root beer"", ""color"": ""white"", ""name"": ""Arnold"", ""house"": ""colonial"", ""model"": ""google pixel 6"", ""child"": ""Bella""}, ""3"": {""name"": ""Bob"", ""house"": ""victorian"", ""color"": ""blue"", ""drink"": ""water"", ""model"": ""samsung galaxy s21"", ""child"": ""Fred""}, ""4"": {""drink"": ""coffee"", ""color"": ""red"", ""child"": ""Samantha"", ""house"": ""ranch"", ""name"": ""Eric"", ""model"": ""oneplus 9""}, ""5"": {""drink"": ""milk"", ""name"": ""Alice"", ""child"": ""Timothy"", ""color"": ""green"", ""house"": ""modern"", ""model"": ""iphone 13""}}",
lgp-test-6x4-29,False,False,0.0010,3,2,164,3,,
lgp-test-3x4-13,True,True,0.0000,25,14,37,25,"{""1"": {""lunch"": ""grilled cheese"", ""name"": ""Peter"", ""genre"": ""rock"", ""drink"": ""milk""}, ""2"": {""lunch"": ""pizza"", ""name"": ""Arnold"", ""genre"": ""pop"", ""drink"": ""water""}, ""3"": {""lunch"": ""spaghetti"", ""name"": ""Eric"", ""genre"": ""classical"", ""drink"": ""tea""}}",
lgp-test-4x5-18,True,True,0.0010,22,3,89,22,"{""1"": {""education"": ""bachelor"", ""are"": ""Aniya"", ""color"": ""red"", ""name"": ""Arnold"", ""drink"": ""water""}, ""2"": {""drink"": ""tea"", ""education"": ""high school"", ""are"": ""Holly"", ""color"": ""white"", ""name"": ""Alice""}, ""3"": {""drink"": ""milk"", ""are"": ""Janelle"", ""color"": ""green"", ""name"": ""Peter"", ""education"": ""master""}, ""4"": {""are"": ""Kailyn"", ""color"": ""yellow"", ""name"": ""Eric"", ""education"": ""associate"", ""drink"": ""coffee""}}",
lgp-test-2x2-24,True,True,0.0000,5,0,4,5,"{""1"": {""name"": ""Arnold"", ""nationalitie"": ""dane""}, ""2"": {""name"": ""Eric"", ""nationalitie"": ""brit""}}",
lgp-test-5x4-14,True,False,0.0020,27,8,108,27,"{""1"": {""name"": ""Arnold"", ""model"": ""tesla model 3"", ""animal"": ""horse"", ""drink"": ""coffee""}, ""2"": {""name"": ""Eric"", ""animal"": ""dog"", ""drink"": ""milk"", ""model"": ""toyota camry""}, ""3"": {""name"": ""Peter"", ""drink"": ""water"", ""animal"": ""fish"", ""model"": ""bmw 3 series""}, ""4"": {""drink"": ""root beer"", ""name"": ""Alice"", ""animal"": ""cat"", ""model"": ""ford f150""}, ""5"": {""drink"": ""tea"", ""name"": ""Bob"", ""animal"": ""bird"", ""model"": ""honda civic""}}",
lgp-test-3x2-10,False,False,0.0000,1,0,14,1,,
lgp-test-4x2-24,True,True,0.0010,9,0,41,9,"{""1"": {""name"": ""Arnold"", ""pet"": ""fish""}, ""2"": {""name"": ""Peter"", ""pet"": ""bird""}, ""3"": {""name"": ""Alice"", ""pet"": ""cat""}, ""4"": {""name"": ""Eric"", ""pet"": ""dog""}}",
lgp-test-4x5-8,True,True,0.0010,21,0,94,21,"{""1"": {""color"": ""red"", ""month"": ""feb"", ""name"": ""Alice"", ""genre"": ""mystery"", ""height"": ""short""}, ""2"": {""month"": ""sept"", ""color"": ""blonde"", ""name"": ""Eric"", ""height"": ""tall"", ""genre"": ""science fiction""}, ""3"": {""name"": ""Arnold"", ""genre"": ""fantasy"", ""color"": ""black"", ""month"": ""jan"", ""height"": ""very short""}, ""4"": {""month"": ""april"", ""color"": ""brown"", ""name"": ""Peter"", ""genre"": ""romance"", ""height"": ""average""}}",
lgp-test-2x2-34,True,True,0.0000,5,0,4,5,"{""1"": {""name"": ""Arnold"", ""animal"": ""horse""}, ""2"": {""name"": ""Eric"", ""animal"": ""cat""}}",
lgp-test-6x5-8,False,False,0.0000,0,0,33,0,,
lgp-test-3x6-38,True,False,0.0000,19,0,55,19,"{""1"": {""genre"": ""science fiction"", ""name"": ""Eric"", ""education"": ""high school"", ""hobby"": ""gardening"", ""model"": ""ford f150"", ""drink"": ""water""}, ""2"": {""model"": ""toyota camry"", ""name"": ""Arnold"", ""hobby"": ""photography"", ""genre"": ""mystery"", ""education"": ""associate"", ""drink"": ""tea""}, ""3"": {""name"": ""Peter"", ""hobby"": ""cooking"", ""education"": ""bachelor"", ""genre"": ""romance"", ""model"": ""tesla model 3"", ""drink"": ""milk""}}",
lgp-test-5x2-7,True,True,0.0010,11,0,58,11,"{""1"": {""name"": ""Eric"", ""cigar"": ""blends""}, ""2"": {""name"": ""Bob"", ""cigar"": ""blue master""}, ""3"": {""name"": ""Arnold"", ""cigar"": ""dunhill""}, ""4"": {""cigar"": ""pall mall"", ""name"": ""Alice""}, ""5"": {""name"": ""Peter"", ""cigar"": ""prince""}}",
lgp-test-3x4-18,True,True,0.0010,14,2,39,14,"{""1"": {""name"": ""Eric"", ""nationalitie"": ""dane"", ""flower"": ""carnations"", ""smoothie"": ""watermelon""}, ""2"": {""name"": ""Peter"", ""nationalitie"": ""swede"", ""flower"": ""lilies"", ""smoothie"": ""desert""}, ""3"": {""name"": ""Arnold"", ""smoothie"": ""cherry"", ""nationalitie"": ""brit"", ""flower"": ""daffodils""}}",
lgp-test-6x3-8,True,True,0.0010,19,1,128,19,"{""1"": {""smoothie"": ""blueberry"", ""name"": ""Peter"", ""cigar"": ""blue master""}, ""2"": {""smoothie"": ""dragonfruit"", ""name"": ""Bob"", ""cigar"": ""prince""}, ""3"": {""smoothie"": ""lime"", ""name"": ""Carol"", ""cigar"": ""yellow monster""}, ""4"": {""smoothie"": ""watermelon"", ""cigar"": ""pall mall"", ""name"": ""Alice""}, ""5"": {""smoothie"": ""desert"", ""name"": ""Arnold"", ""cigar"": ""blends""}, ""6"": {""name"": ""Eric"", ""cigar"": ""dunhill"", ""smoothie"": ""cherry""}}",
lgp-test-5x3-28,True,True,0.0010,22,7,85,22,"{""1"": {""name"": ""Alice"", ""month"": ""feb"", ""education"": ""bachelor""}, ""2"": {""name"": ""Peter"", ""month"": ""sept"", ""education"": ""master""}, ""3"": {""name"": ""Eric"", ""month"": ""mar"", ""education"": ""associate""}, ""4"": {""name"": ""Bob"", ""month"": ""april"", ""education"": ""doctorate""}, ""5"": {""name"": ""Arnold"", ""month"": ""jan"", ""education"": ""high school""}}",
lgp-test-3x4-2,True,True,0.0010,13,0,34,13,"{""1"": {""name"": ""Peter"", ""flower"": ""lilies"", ""cigar"": ""prince"", ""drink"": ""tea""}, ""2"": {""name"": ""Eric"", ""flower"": ""carnations"", ""cigar"": ""pall mall"", ""drink"": ""water""}, ""3"": {""name"": ""Arnold"", ""flower"": ""daffodils"", ""cigar"": ""blue master"", ""drink"": ""milk""}}",
lgp-test-6x5-19,True,False,0.0020,25,0,160,25,"{""1"": {""name"": ""Eric"", ""lunch"": ""pizza"", ""color"": ""blonde"", ""sport"": ""tennis""}, ""2"": {""sport"": ""volleyball"", ""color"": ""red"", ""lunch"": ""stir fry"", ""name"": ""Alice""}, ""3"": {""name"": ""Peter"", ""lunch"": ""soup"", ""sport"": ""baseball"", ""color"": ""gray""}, ""4"": {""color"": ""brown"", ""lunch"": ""grilled cheese"", ""sport"": ""basketball"", ""name"": ""Bob""}, ""5"": {""lunch"": ""spaghetti"", ""color"": ""black"", ""sport"": ""swimming"", ""name"": ""Arnold""}, ""6"": {""color"": ""auburn"", ""lunch"": ""stew"", ""sport"": ""soccer"", ""name"": ""Carol""}}",
lgp-test-6x5-24,True,False,0.0020,25,1,171,25,"{""1"": {""house"": ""ranch"", ""sport"": ""tennis"", ""genre"": ""science fiction"", ""name"": ""Eric""}, ""2"": {""name"": ""Arnold"", ""sport"": ""baseball"", ""genre"": ""romance"", ""house"": ""modern""}, ""3"": {""name"": ""Peter"", ""genre"": ""fantasy"", ""house"": ""victorian"", ""sport"": ""soccer""}, ""4"": {""sport"": ""basketball"", ""name"": ""Alice"", ""house"": ""mediterranean"", ""genre"": ""historical fiction""}, ""5"": {""house"": ""colonial"", ""genre"": ""biography"", ""sport"": ""volleyball"", ""name"": ""Carol""}, ""6"": {""house"": ""craftsman"", ""genre"": ""mystery"", ""sport"": ""swimming"", ""name"": ""Bob""}}",
lgp-test-5x2-6,True,True,0.0010,11,0,69,11,"{""1"": {""name"": ""Bob"", ""model"": ""huawei p50""}, ""2"": {""name"": ""Eric"", ""model"": ""samsung galaxy s21""}, ""3"": {""name"": ""Peter"", ""model"": ""google pixel 6""}, ""4"": {""name"": ""Arnold"", ""model"": ""iphone 13""}, ""5"": {""name"": ""Alice"", ""model"": ""oneplus 9""}}",
lgp-test-6x5-39,False,False,0.0020,10,10,236,10,,
lgp-test-6x5-14,False,False,0.0010,7,7,225,7,,
lgp-test-5x5-11,False,False,0.0020,54,62,147,54,,
lgp-test-3x4-7,True,True,0.0000,13,0,35,13,"{""1"": {""name"": ""Peter"", ""child"": ""Meredith"", ""nationalitie"": ""brit"", ""month"": ""april""}, ""2"": {""name"": ""Eric"", ""child"": ""Fred"", ""month"": ""sept"", ""nationalitie"": ""dane""}, ""3"": {""name"": ""Arnold"", ""child"": ""Bella"", ""nationalitie"": ""swede"", ""month"": ""jan""}}",
lgp-test-4x5-7,True,True,0.0010,35,18,91,35,"{""1"": {""genre"": ""fantasy"", ""name"": ""Alice"", ""vacation"": ""cruise"", ""flower"": ""carnations"", ""month"": ""feb""}, ""2"": {""name"": ""Eric"", ""genre"": ""mystery"", ""month"": ""sept"", ""flower"": ""daffodils"", ""vacation"": ""city""}, ""3"": {""name"": ""Peter"", ""month"": ""jan"", ""genre"": ""science fiction"", ""flower"": ""lilies"", ""vacation"": ""mountain""}, ""4"": {""name"": ""Arnold"", ""month"": ""april"", ""genre"": ""romance"", ""flower"": ""roses"", ""vacation"": ""beach""}}",
