id,grid_solution,steps
lgp-test-5x4-33,"{""header"": [""House"", ""Are"", ""Flower"", ""Name"", ""Sport""], ""rows"": [[""1"", ""Penny"", ""roses"", ""Eric"", ""swimming""], [""2"", ""Kailyn"", ""carnations"", ""Arnold"", ""basketball""], [""3"", ""Aniya"", ""tulips"", ""Alice"", ""soccer""], [""4"", ""Holly"", ""lilies"", ""Peter"", ""baseball""], [""5"", ""Janelle"", ""daffodils"", ""Bob"", ""tennis""]]}",21
lgp-test-6x4-11,,23
lgp-test-2x3-36,"{""header"": [""House"", ""Model"", ""Name"", ""Pet""], ""rows"": [[""1"", ""samsung galaxy s21"", ""Eric"", ""dog""], [""2"", ""iphone 13"", ""Arnold"", ""cat""]]}",7
lgp-test-6x4-31,"{""header"": [""House"", ""Color"", ""Month"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""red"", ""sept"", ""Alice"", ""city""], [""2"", ""green"", ""mar"", ""Arnold"", ""beach""], [""3"", ""purple"", ""april"", ""Peter"", ""cruise""], [""4"", ""yellow"", ""may"", ""Carol"", ""camping""], [""5"", ""blue"", ""jan"", ""Bob"", ""mountain""], [""6"", ""white"", ""feb"", ""Eric"", ""cultural""]]}",26
lgp-test-5x6-32,"{""header"": [""House"", ""Child"", ""Color"", ""Genre"", ""Lunch"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""Bella"", ""white"", ""mystery"", ""grilled cheese"", ""Alice"", ""swede""], [""2"", ""Timothy"", ""red"", ""romance"", ""stew"", ""Bob"", ""norwegian""], [""3"", ""Samantha"", ""green"", ""fantasy"", ""pizza"", ""Arnold"", ""dane""], [""4"", ""Meredith"", ""blue"", ""science fiction"", ""spaghetti"", ""Eric"", ""german""], [""5"", ""Fred"", ""yellow"", ""biography"", ""stir fry"", ""Peter"", ""brit""]]}",59
lgp-test-4x4-28,,11
lgp-test-2x6-17,"{""header"": [""House"", ""Cigar"", ""Color"", ""Genre"", ""Name"", ""Nationalitie"", ""Occupation""], ""rows"": [[""1"", ""pall mall"", ""red"", ""mystery"", ""Arnold"", ""brit"", ""doctor""], [""2"", ""prince"", ""yellow"", ""science fiction"", ""Eric"", ""dane"", ""engineer""]]}",13
lgp-test-6x3-2,"{""header"": [""House"", ""Cigar"", ""Genre"", ""Name""], ""rows"": [[""1"", ""prince"", ""historical fiction"", ""Peter""], [""2"", ""pall mall"", ""biography"", ""Alice""], [""3"", ""dunhill"", ""science fiction"", ""Arnold""], [""4"", ""blends"", ""mystery"", ""Carol""], [""5"", ""yellow monster"", ""fantasy"", ""Eric""], [""6"", ""blue master"", ""romance"", ""Bob""]]}",25
lgp-test-3x2-0,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""Eric"", ""fish""], [""2"", ""Peter"", ""dog""], [""3"", ""Arnold"", ""cat""]]}",7
lgp-test-5x6-5,"{""header"": [""House"", ""Child"", ""Color"", ""Drink"", ""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""Meredith"", ""yellow"", ""tea"", ""craftsman"", ""huawei p50"", ""Peter""], [""2"", ""Bella"", ""white"", ""root beer"", ""colonial"", ""google pixel 6"", ""Arnold""], [""3"", ""Fred"", ""blue"", ""water"", ""victorian"", ""samsung galaxy s21"", ""Bob""], [""4"", ""Samantha"", ""red"", ""coffee"", ""ranch"", ""oneplus 9"", ""Eric""], [""5"", ""Timothy"", ""green"", ""milk"", ""modern"", ""iphone 13"", ""Alice""]]}",32
lgp-test-6x4-29,,3
lgp-test-3x4-13,"{""header"": [""House"", ""Drink"", ""Genre"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""milk"", ""rock"", ""grilled cheese"", ""Peter""], [""2"", ""water"", ""pop"", ""pizza"", ""Arnold""], [""3"", ""tea"", ""classical"", ""spaghetti"", ""Eric""]]}",25
lgp-test-4x5-18,"{""header"": [""House"", ""Are"", ""Color"", ""Drink"", ""Education"", ""Name""], ""rows"": [[""1"", ""Aniya"", ""red"", ""water"", ""bachelor"", ""Arnold""], [""2"", ""Holly"", ""white"", ""tea"", ""high school"", ""Alice""], [""3"", ""Janelle"", ""green"", ""milk"", ""master"", ""Peter""], [""4"", ""Kailyn"", ""yellow"", ""coffee"", ""associate"", ""Eric""]]}",22
lgp-test-2x2-24,"{""header"": [""House"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""Arnold"", ""dane""], [""2"", ""Eric"", ""brit""]]}",5
lgp-test-5x4-14,"{""header"": [""House"", ""Animal"", ""Drink"", ""Model"", ""Name""], ""rows"": [[""1"", ""horse"", ""coffee"", ""tesla model 3"", ""Arnold""], [""2"", ""dog"", ""milk"", ""toyota camry"", ""Eric""], [""3"", ""fish"", ""water"", ""bmw 3 series"", ""Peter""], [""4"", ""cat"", ""root beer"", ""ford f150"", ""Alice""], [""5"", ""bird"", ""tea"", ""honda civic"", ""Bob""]]}",27
lgp-test-3x2-10,,1
lgp-test-4x2-24,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""Arnold"", ""fish""], [""2"", ""Peter"", ""bird""], [""3"", ""Alice"", ""cat""], [""4"", ""Eric"", ""dog""]]}",9
lgp-test-4x5-8,"{""header"": [""House"", ""Color"", ""Genre"", ""Height"", ""Month"", ""Name""], ""rows"": [[""1"", ""red"", ""mystery"", ""short"", ""feb"", ""Alice""], [""2"", ""blonde"", ""science fiction"", ""tall"", ""sept"", ""Eric""], [""3"", ""black"", ""fantasy"", ""very short"", ""jan"", ""Arnold""], [""4"", ""brown"", ""romance"", ""average"", ""april"", ""Peter""]]}",21
lgp-test-2x2-34,"{""header"": [""House"", ""Animal"", ""Name""], ""rows"": [[""1"", ""horse"", ""Arnold""], [""2"", ""cat"", ""Eric""]]}",5
lgp-test-6x5-8,,0
lgp-test-3x6-38,"{""header"": [""House"", ""Drink"", ""Education"", ""Genre"", ""Hobby"", ""Model"", ""Name""], ""rows"": [[""1"", ""water"", ""high school"", ""science fiction"", ""gardening"", ""ford f150"", ""Eric""], [""2"", ""tea"", ""associate"", ""mystery"", ""photography"", ""toyota camry"", ""Arnold""], [""3"", ""milk"", ""bachelor"", ""romance"", ""cooking"", ""tesla model 3"", ""Peter""]]}",19
lgp-test-5x2-7,"{""header"": [""House"", ""Cigar"", ""Name""], ""rows"": [[""1"", ""blends"", ""Eric""], [""2"", ""blue master"", ""Bob""], [""3"", ""dunhill"", ""Arnold""], [""4"", ""pall mall"", ""Alice""], [""5"", ""prince"", ""Peter""]]}",11
lgp-test-3x4-18,"{""header"": [""House"", ""Flower"", ""Name"", ""Nationalitie"", ""Smoothie""], ""rows"": [[""1"", ""carnations"", ""Eric"", ""dane"", ""watermelon""], [""2"", ""lilies"", ""Peter"", ""swede"", ""desert""], [""3"", ""daffodils"", ""Arnold"", ""brit"", ""cherry""]]}",14
lgp-test-6x3-8,"{""header"": [""House"", ""Cigar"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""blue master"", ""Peter"", ""blueberry""], [""2"", ""prince"", ""Bob"", ""dragonfruit""], [""3"", ""yellow monster"", ""Carol"", ""lime""], [""4"", ""pall mall"", ""Alice"", ""watermelon""], [""5"", ""blends"", ""Arnold"", ""desert""], [""6"", ""dunhill"", ""Eric"", ""cherry""]]}",19
lgp-test-5x3-28,"{""header"": [""House"", ""Education"", ""Month"", ""Name""], ""rows"": [[""1"", ""bachelor"", ""feb"", ""Alice""], [""2"", ""master"", ""sept"", ""Peter""], [""3"", ""associate"", ""mar"", ""Eric""], [""4"", ""doctorate"", ""april"", ""Bob""], [""5"", ""high school"", ""jan"", ""Arnold""]]}",22
lgp-test-3x4-2,"{""header"": [""House"", ""Cigar"", ""Drink"", ""Flower"", ""Name""], ""rows"": [[""1"", ""prince"", ""tea"", ""lilies"", ""Peter""], [""2"", ""pall mall"", ""water"", ""carnations"", ""Eric""], [""3"", ""blue master"", ""milk"", ""daffodils"", ""Arnold""]]}",13
lgp-test-6x5-19,"{""header"": [""House"", ""Color"", ""Lunch"", ""Name"", ""Sport""], ""rows"": [[""1"", ""blonde"", ""pizza"", ""Eric"", ""tennis""], [""2"", ""red"", ""stir fry"", ""Alice"", ""volleyball""], [""3"", ""gray"", ""soup"", ""Peter"", ""baseball""], [""4"", ""brown"", ""grilled cheese"", ""Bob"", ""basketball""], [""5"", ""black"", ""spaghetti"", ""Arnold"", ""swimming""], [""6"", ""auburn"", ""stew"", ""Carol"", ""soccer""]]}",25
lgp-test-6x5-24,"{""header"": [""House"", ""Genre"", ""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""science fiction"", ""ranch"", ""Eric"", ""tennis""], [""2"", ""romance"", ""modern"", ""Arnold"", ""baseball""], [""3"", ""fantasy"", ""victorian"", ""Peter"", ""soccer""], [""4"", ""historical fiction"", ""mediterranean"", ""Alice"", ""basketball""], [""5"", ""biography"", ""colonial"", ""Carol"", ""volleyball""], [""6"", ""mystery"", ""craftsman"", ""Bob"", ""swimming""]]}",25
lgp-test-5x2-6,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""huawei p50"", ""Bob""], [""2"", ""samsung galaxy s21"", ""Eric""], [""3"", ""google pixel 6"", ""Peter""], [""4"", ""iphone 13"", ""Arnold""], [""5"", ""oneplus 9"", ""Alice""]]}",11
lgp-test-6x5-39,,10
lgp-test-6x5-14,,7
lgp-test-5x5-11,,54
lgp-test-3x4-7,"{""header"": [""House"", ""Child"", ""Month"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""Meredith"", ""april"", ""Peter"", ""brit""], [""2"", ""Fred"", ""sept"", ""Eric"", ""dane""], [""3"", ""Bella"", ""jan"", ""Arnold"", ""swede""]]}",13
lgp-test-4x5-7,"{""header"": [""House"", ""Flower"", ""Genre"", ""Month"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""carnations"", ""fantasy"", ""feb"", ""Alice"", ""cruise""], [""2"", ""daffodils"", ""mystery"", ""sept"", ""Eric"", ""city""], [""3"", ""lilies"", ""science fiction"", ""jan"", ""Peter"", ""mountain""], [""4"", ""roses"", ""romance"", ""april"", ""Arnold"", ""beach""]]}",35
lgp-test-6x2-7,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""iphone 13"", ""Eric""], [""2"", ""oneplus 9"", ""Bob""], [""3"", ""huawei p50"", ""Alice""], [""4"", ""samsung galaxy s21"", ""Peter""], [""5"", ""google pixel 6"", ""Carol""], [""6"", ""xiaomi mi 11"", ""Arnold""]]}",15
lgp-test-3x2-29,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""toyota camry"", ""Peter""], [""2"", ""tesla model 3"", ""Eric""], [""3"", ""ford f150"", ""Arnold""]]}",7
lgp-test-4x2-36,"{""header"": [""House"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""Eric"", ""swede""], [""2"", ""Peter"", ""dane""], [""3"", ""Alice"", ""brit""], [""4"", ""Arnold"", ""norwegian""]]}",9
lgp-test-2x2-28,"{""header"": [""House"", ""Cigar"", ""Name""], ""rows"": [[""1"", ""prince"", ""Arnold""], [""2"", ""pall mall"", ""Eric""]]}",5
lgp-test-3x6-14,"{""header"": [""House"", ""Color"", ""House"", ""Model"", ""Name"", ""Nationalitie"", ""Vacation""], ""rows"": [[""1"", ""blonde"", ""colonial"", ""ford f150"", ""Eric"", ""swede"", ""mountain""], [""2"", ""brown"", ""ranch"", ""toyota camry"", ""Peter"", ""brit"", ""city""], [""3"", ""black"", ""victorian"", ""tesla model 3"", ""Arnold"", ""dane"", ""beach""]]}",28
lgp-test-6x2-19,"{""header"": [""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""stew"", ""Bob""], [""2"", ""stir fry"", ""Carol""], [""3"", ""soup"", ""Alice""], [""4"", ""pizza"", ""Arnold""], [""5"", ""spaghetti"", ""Eric""], [""6"", ""grilled cheese"", ""Peter""]]}",13
lgp-test-3x4-36,"{""header"": [""House"", ""Drink"", ""Education"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""water"", ""high school"", ""gardening"", ""Peter""], [""2"", ""milk"", ""associate"", ""photography"", ""Arnold""], [""3"", ""tea"", ""bachelor"", ""cooking"", ""Eric""]]}",13
lgp-test-4x6-0,"{""header"": [""House"", ""Education"", ""Flower"", ""Height"", ""Name"", ""Occupation"", ""Sport""], ""rows"": [[""1"", ""master"", ""carnations"", ""very short"", ""Eric"", ""engineer"", ""swimming""], [""2"", ""high school"", ""lilies"", ""short"", ""Arnold"", ""teacher"", ""tennis""], [""3"", ""associate"", ""daffodils"", ""tall"", ""Alice"", ""artist"", ""soccer""], [""4"", ""bachelor"", ""roses"", ""average"", ""Peter"", ""doctor"", ""basketball""]]}",114
lgp-test-3x3-1,"{""header"": [""House"", ""Genre"", ""Name"", ""Sport""], ""rows"": [[""1"", ""pop"", ""Eric"", ""tennis""], [""2"", ""rock"", ""Peter"", ""basketball""], [""3"", ""classical"", ""Arnold"", ""soccer""]]}",10
lgp-test-2x5-29,"{""header"": [""House"", ""Flower"", ""Name"", ""Nationalitie"", ""Smoothie"", ""Sport""], ""rows"": [[""1"", ""daffodils"", ""Arnold"", ""dane"", ""desert"", ""soccer""], [""2"", ""carnations"", ""Eric"", ""brit"", ""cherry"", ""basketball""]]}",11
lgp-test-4x4-36,"{""header"": [""House"", ""Color"", ""Drink"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""brown"", ""water"", ""Peter"", ""doctor""], [""2"", ""blonde"", ""milk"", ""Eric"", ""teacher""], [""3"", ""red"", ""tea"", ""Alice"", ""artist""], [""4"", ""black"", ""coffee"", ""Arnold"", ""engineer""]]}",24
lgp-test-4x2-17,"{""header"": [""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""spaghetti"", ""Alice""], [""2"", ""pizza"", ""Eric""], [""3"", ""stew"", ""Peter""], [""4"", ""grilled cheese"", ""Arnold""]]}",9
lgp-test-5x3-20,"{""header"": [""House"", ""Color"", ""Flower"", ""Name""], ""rows"": [[""1"", ""black"", ""lilies"", ""Peter""], [""2"", ""blonde"", ""tulips"", ""Arnold""], [""3"", ""brown"", ""daffodils"", ""Bob""], [""4"", ""red"", ""roses"", ""Eric""], [""5"", ""gray"", ""carnations"", ""Alice""]]}",25
lgp-test-2x6-38,"{""header"": [""House"", ""Color"", ""Flower"", ""Hobby"", ""Name"", ""Pet"", ""Vacation""], ""rows"": [[""1"", ""black"", ""daffodils"", ""gardening"", ""Eric"", ""dog"", ""mountain""], [""2"", ""brown"", ""carnations"", ""photography"", ""Arnold"", ""cat"", ""beach""]]}",13
lgp-test-4x6-25,"{""header"": [""House"", ""Education"", ""Genre"", ""Hobby"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""high school"", ""pop"", ""photography"", ""Eric"", ""mountain""], [""2"", ""associate"", ""classical"", ""painting"", ""Alice"", ""city""], [""3"", ""bachelor"", ""rock"", ""gardening"", ""Peter"", ""cruise""], [""4"", ""master"", ""jazz"", ""cooking"", ""Arnold"", ""beach""]]}",21
lgp-test-3x5-5,"{""header"": [""House"", ""Are"", ""Color"", ""Model"", ""Month"", ""Name""], ""rows"": [[""1"", ""Aniya"", ""black"", ""tesla model 3"", ""april"", ""Eric""], [""2"", ""Janelle"", ""blonde"", ""toyota camry"", ""sept"", ""Peter""], [""3"", ""Holly"", ""brown"", ""ford f150"", ""jan"", ""Arnold""]]}",16
lgp-test-6x2-23,"{""header"": [""House"", ""Genre"", ""Name""], ""rows"": [[""1"", ""hip hop"", ""Peter""], [""2"", ""pop"", ""Eric""], [""3"", ""classical"", ""Arnold""], [""4"", ""country"", ""Bob""], [""5"", ""jazz"", ""Alice""], [""6"", ""rock"", ""Carol""]]}",19
lgp-test-5x4-22,,2
lgp-test-6x5-29,,6
lgp-test-4x4-35,"{""header"": [""House"", ""Color"", ""Drink"", ""Genre"", ""Name""], ""rows"": [[""1"", ""black"", ""tea"", ""romance"", ""Alice""], [""2"", ""blonde"", ""coffee"", ""mystery"", ""Eric""], [""3"", ""brown"", ""milk"", ""fantasy"", ""Arnold""], [""4"", ""red"", ""water"", ""science fiction"", ""Peter""]]}",26
lgp-test-6x3-24,"{""header"": [""House"", ""Name"", ""Nationalitie"", ""Vacation""], ""rows"": [[""1"", ""Alice"", ""dane"", ""camping""], [""2"", ""Carol"", ""swede"", ""city""], [""3"", ""Eric"", ""german"", ""mountain""], [""4"", ""Bob"", ""brit"", ""beach""], [""5"", ""Peter"", ""norwegian"", ""cruise""], [""6"", ""Arnold"", ""chinese"", ""cultural""]]}",19
lgp-test-6x2-36,"{""header"": [""House"", ""Genre"", ""Name""], ""rows"": [[""1"", ""biography"", ""Bob""], [""2"", ""fantasy"", ""Carol""], [""3"", ""historical fiction"", ""Arnold""], [""4"", ""mystery"", ""Eric""], [""5"", ""romance"", ""Peter""], [""6"", ""science fiction"", ""Alice""]]}",17
lgp-test-6x3-37,"{""header"": [""House"", ""Cigar"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""blends"", ""painting"", ""Eric""], [""2"", ""yellow monster"", ""photography"", ""Carol""], [""3"", ""blue master"", ""gardening"", ""Arnold""], [""4"", ""dunhill"", ""cooking"", ""Alice""], [""5"", ""pall mall"", ""knitting"", ""Peter""], [""6"", ""prince"", ""woodworking"", ""Bob""]]}",22
lgp-test-3x5-39,"{""header"": [""House"", ""Animal"", ""Color"", ""Flower"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""horse"", ""red"", ""carnations"", ""Arnold"", ""dane""], [""2"", ""bird"", ""white"", ""lilies"", ""Peter"", ""brit""], [""3"", ""cat"", ""yellow"", ""daffodils"", ""Eric"", ""swede""]]}",28
lgp-test-4x6-34,"{""header"": [""House"", ""Are"", ""Cigar"", ""Color"", ""Flower"", ""Month"", ""Name""], ""rows"": [[""1"", ""Janelle"", ""pall mall"", ""yellow"", ""lilies"", ""sept"", ""Alice""], [""2"", ""Kailyn"", ""prince"", ""red"", ""carnations"", ""april"", ""Peter""], [""3"", ""Aniya"", ""blue master"", ""green"", ""roses"", ""feb"", ""Eric""], [""4"", ""Holly"", ""dunhill"", ""white"", ""daffodils"", ""jan"", ""Arnold""]]}",36
lgp-test-5x6-28,"{""header"": [""House"", ""Are"", ""House"", ""Name"", ""Occupation"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""Penny"", ""craftsman"", ""Arnold"", ""engineer"", ""baseball"", ""beach""], [""2"", ""Janelle"", ""colonial"", ""Peter"", ""doctor"", ""basketball"", ""city""], [""3"", ""Holly"", ""ranch"", ""Bob"", ""teacher"", ""soccer"", ""mountain""], [""4"", ""Kailyn"", ""victorian"", ""Eric"", ""artist"", ""swimming"", ""cruise""], [""5"", ""Aniya"", ""modern"", ""Alice"", ""lawyer"", ""tennis"", ""camping""]]}",32
lgp-test-2x6-28,"{""header"": [""House"", ""Genre"", ""House"", ""Name"", ""Nationalitie"", ""Pet"", ""Vacation""], ""rows"": [[""1"", ""science fiction"", ""victorian"", ""Arnold"", ""brit"", ""cat"", ""mountain""], [""2"", ""mystery"", ""colonial"", ""Eric"", ""dane"", ""dog"", ""beach""]]}",13
lgp-test-2x3-26,"{""header"": [""House"", ""Drink"", ""Education"", ""Name""], ""rows"": [[""1"", ""water"", ""high school"", ""Eric""], [""2"", ""tea"", ""associate"", ""Arnold""]]}",7
lgp-test-3x5-35,"{""header"": [""House"", ""Animal"", ""Are"", ""Child"", ""Cigar"", ""Name""], ""rows"": [[""1"", ""cat"", ""Aniya"", ""Bella"", ""blue master"", ""Arnold""], [""2"", ""horse"", ""Holly"", ""Meredith"", ""pall mall"", ""Peter""], [""3"", ""bird"", ""Janelle"", ""Fred"", ""prince"", ""Eric""]]}",16
lgp-test-5x6-39,"{""header"": [""House"", ""Are"", ""Color"", ""Lunch"", ""Model"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""Aniya"", ""red"", ""stir fry"", ""samsung galaxy s21"", ""Eric"", ""brit""], [""2"", ""Holly"", ""blue"", ""grilled cheese"", ""oneplus 9"", ""Alice"", ""norwegian""], [""3"", ""Janelle"", ""yellow"", ""spaghetti"", ""google pixel 6"", ""Arnold"", ""dane""], [""4"", ""Penny"", ""white"", ""pizza"", ""huawei p50"", ""Bob"", ""german""], [""5"", ""Kailyn"", ""green"", ""stew"", ""iphone 13"", ""Peter"", ""swede""]]}",131
lgp-test-6x4-22,"{""header"": [""House"", ""Cigar"", ""Name"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""blue master"", ""Peter"", ""baseball"", ""cultural""], [""2"", ""prince"", ""Arnold"", ""tennis"", ""city""], [""3"", ""pall mall"", ""Bob"", ""basketball"", ""camping""], [""4"", ""blends"", ""Alice"", ""volleyball"", ""cruise""], [""5"", ""dunhill"", ""Eric"", ""soccer"", ""mountain""], [""6"", ""yellow monster"", ""Carol"", ""swimming"", ""beach""]]}",25
lgp-test-6x5-0,"{""header"": [""House"", ""Color"", ""Education"", ""Genre"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""purple"", ""doctorate"", ""fantasy"", ""Eric"", ""beach""], [""2"", ""white"", ""associate"", ""mystery"", ""Carol"", ""cruise""], [""3"", ""blue"", ""bachelor"", ""science fiction"", ""Bob"", ""cultural""], [""4"", ""yellow"", ""high school"", ""historical fiction"", ""Peter"", ""mountain""], [""5"", ""red"", ""trade school"", ""biography"", ""Arnold"", ""camping""], [""6"", ""green"", ""master"", ""romance"", ""Alice"", ""city""]]}",40
lgp-test-6x5-22,"{""header"": [""House"", ""Genre"", ""House"", ""Model"", ""Name"", ""Pet""], ""rows"": [[""1"", ""pop"", ""craftsman"", ""iphone 13"", ""Carol"", ""fish""], [""2"", ""rock"", ""colonial"", ""oneplus 9"", ""Peter"", ""hamster""], [""3"", ""jazz"", ""mediterranean"", ""huawei p50"", ""Bob"", ""cat""], [""4"", ""country"", ""ranch"", ""google pixel 6"", ""Alice"", ""bird""], [""5"", ""classical"", ""victorian"", ""xiaomi mi 11"", ""Arnold"", ""dog""], [""6"", ""hip hop"", ""modern"", ""samsung galaxy s21"", ""Eric"", ""rabbit""]]}",31
lgp-test-3x5-10,"{""header"": [""House"", ""Flower"", ""Genre"", ""Month"", ""Name"", ""Sport""], ""rows"": [[""1"", ""carnations"", ""mystery"", ""sept"", ""Arnold"", ""soccer""], [""2"", ""lilies"", ""romance"", ""jan"", ""Eric"", ""tennis""], [""3"", ""daffodils"", ""science fiction"", ""april"", ""Peter"", ""basketball""]]}",16
lgp-test-5x5-7,"{""header"": [""House"", ""Flower"", ""House"", ""Lunch"", ""Month"", ""Name""], ""rows"": [[""1"", ""tulips"", ""victorian"", ""spaghetti"", ""sept"", ""Bob""], [""2"", ""lilies"", ""ranch"", ""pizza"", ""feb"", ""Alice""], [""3"", ""roses"", ""colonial"", ""grilled cheese"", ""mar"", ""Arnold""], [""4"", ""carnations"", ""modern"", ""stew"", ""jan"", ""Peter""], [""5"", ""daffodils"", ""craftsman"", ""stir fry"", ""april"", ""Eric""]]}",26
lgp-test-3x6-36,"{""header"": [""House"", ""Flower"", ""Hobby"", ""Name"", ""Smoothie"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""lilies"", ""gardening"", ""Arnold"", ""watermelon"", ""tennis"", ""beach""], [""2"", ""carnations"", ""photography"", ""Eric"", ""desert"", ""basketball"", ""city""], [""3"", ""daffodils"", ""cooking"", ""Peter"", ""cherry"", ""soccer"", ""mountain""]]}",19
lgp-test-4x3-23,"{""header"": [""House"", ""Name"", ""Pet"", ""Vacation""], ""rows"": [[""1"", ""Arnold"", ""fish"", ""mountain""], [""2"", ""Eric"", ""cat"", ""beach""], [""3"", ""Alice"", ""dog"", ""cruise""], [""4"", ""Peter"", ""bird"", ""city""]]}",13
